CodeAdmin;DRE;IEPP;NOM_ETABLISSEMENT;Village;Latitude;Longitude
40509P075C;DRE CENTRALE;IEPP BLITTA OUEST;EPC ATIKPAI LOSSO;ATIKPAIBALIDEO/ATIKPAILOSSO;8,053609;1,052178
40508P100C;DRE CENTRALE;IEPP BLITTA EST;EPC KOULAN;KOULANG;8,036746;1,108592
40509P077C;DRE CENTRALE;IEPP BLITTA OUEST;EPC DAKROKOSSOU;TCHARE-BAOU;8,00439;1,038636
40509P074C;DRE CENTRALE;IEPP BLITTA OUEST;EPC ASSOUKOKO;ASSOUKOKO;8,004137;0,661422
31116P123C;DRE PLATEAUX;IEPP EST MONO;EPC NYAMASSILA;NYAMASSILA;7,991156;1,189692
40509P083C;DRE CENTRALE;IEPP BLITTA OUEST;EPC LAKOUGNON COPE;LAKOUGNONKOPE;7,989075;1,008475
31116P138C;DRE PLATEAUX;IEPP EST MONO;FRANCO ARABE DE NYAMASSILA;NYAMASSILA;7,988811667;1,190731667
40509P084C;DRE CENTRALE;IEPP BLITTA OUEST;EPC PACOUTE;PAKOUTE1;7,964105;1,045051
31116P119C;DRE PLATEAUX;IEPP EST MONO;EPC ELAVAGNON;VILLEDEELAVAGNON;7,960575;1,283711
31116P130L;DRE PLATEAUX;IEPP EST MONO;CSP LE METRO;VILLEDEELAVAGNON;7,955213333;1,282515
31116P151C;DRE PLATEAUX;IEPP EST MONO;EPI FRANCO ARABE ELAVAGNON;VILLEDEELAVAGNON;7,949716;1,282275
30914P084C;DRE PLATEAUX;IEPP AKEBOU;EPC KAMINA;KAMINA;7,92137;0,851689
30914P086C;DRE PLATEAUX;IEPP AKEBOU;EPC SEREGBENE;SEREGBENE;7,866967;0,736103
30408P163C;DRE PLATEAUX;IEPP ANIE;EPI FRANCO ARABE DE KOLO COPE;KOLOKOPE;7,797186667;1,284878333
30914P090C;DRE PLATEAUX;IEPP AKEBOU;EPE FOTO YEYE;FOTOYEYE;7,788696;0,623983
30408P164C;DRE PLATEAUX;IEPP ANIE;EPI DIYAOUL ISLAM;VILLED'ANIE;7,785488333;1,19269
30408P130L;DRE PLATEAUX;IEPP ANIE;EPL LA LUMIERE;ANIE;7,782455;1,19336
30408P129L;DRE PLATEAUX;IEPP ANIE;EPL OMEGA;ANIE;7,782172;1,191016
30408P111C;DRE PLATEAUX;IEPP ANIE;EPC KPASSA;ANIE;7,774734;1,193305
30408P133L;DRE PLATEAUX;IEPP ANIE;EPL ZINARIA dit L'OR;ANIE;7,770414;1,204127
30408P127L;DRE PLATEAUX;IEPP ANIE;EPL L'AN 2000 ANIE G/B;VILLED'ANIE;7,768861667;1,195821667
30408P132L;DRE PLATEAUX;IEPP ANIE;EPL ELITES DE DEMAIN;ANIE;7,767686667;1,19212
30408P125C;DRE PLATEAUX;IEPP ANIE;EPE METHODISTE SALEM D'ANIE;VILLED'ANIE;7,76726;1,199486667
30408P143C;DRE PLATEAUX;IEPP ANIE;EPI FRANCO ARABE DAROUL COUR ANE;VILLED'ANIE;7,7665;1,1935
30408P149L;DRE PLATEAUX;IEPP ANIE;EPL LA GRACE;VILLED'ANIE;7,766108;1,200966
30408P165L;DRE PLATEAUX;IEPP ANIE;EPL BONHEUR SUPREME;VILLED'ANIE;7,763406667;1,201731667
30408P134L;DRE PLATEAUX;IEPP ANIE;EPL COMPLEXE SCOLAIRE LA SOLIDARITE G/B;ANIE;7,762195;1,205408333
30408P158C;DRE PLATEAUX;IEPP ANIE;EPI NOUR ISLAM;VILLED'ANIE;7,762186667;1,192766667
30408P128L;DRE PLATEAUX;IEPP ANIE;EPL L'AN 2000 ANIE G/A;ANIE;7,75921;1,194765
30408P142L;DRE PLATEAUX;IEPP ANIE;EPL COMPLEXE SCOLAIRE LA SOLIDARITE G/A;ANIE;7,756128333;1,192371667
30408P145C;DRE PLATEAUX;IEPP ANIE;EPI AL IHLAS;VILLED'ANIE;7,755941667;1,192751667
30408P131L;DRE PLATEAUX;IEPP ANIE;EPL MON AVENIR ANIE;ANIE;7,755545;1,19516
30408P126C;DRE PLATEAUX;IEPP ANIE;EPI CENTRE ISLAMIQUE YOUSSIF;ANIE;7,75356;1,198891667
30408P104C;DRE PLATEAUX;IEPP ANIE;EPC ANIE G/B;VILLED'ANIE;7,752895;1,196805
30914P083C;DRE PLATEAUX;IEPP AKEBOU;EPC DJON;ADANKPEAKEBOU;7,736913;0,795586
30102P068C;DRE PLATEAUX;IEPP WAWA EST;EPC IMOUSSA;IMOUSSA;7,733093;0,786832
30102P069C;DRE PLATEAUX;IEPP WAWA EST;EPC KLABE ADAPE;KLABEADAPE;7,733093;0,786832
30914P092C;DRE PLATEAUX;IEPP AKEBOU;EPE ATIGOZA;ATIGOZA;7,687376;0,846066
30914P100C;DRE PLATEAUX;IEPP AKEBOU;EPC VEH N KOUGNA;VEHN'KOUGNA;7,669547;0,733099
30509P172C;DRE PLATEAUX;IEPP OGOU;EPC TANDJE;DATCHA;7,661395;1,26568
30914P085C;DRE PLATEAUX;IEPP AKEBOU;EPC KOUGNOHOU;VILLEDEKOUGNOHOU;7,659025;0,792197
30101P097C;DRE PLATEAUX;IEPP WAWA OUEST;EPE KESSIBO DZODZI;KESSIBO;7,656724;0,59252
30914P091C;DRE PLATEAUX;IEPP AKEBOU;EPE KOUGNOHOU;VILLEDEKOUGNOHOU;7,655738;0,792182
30914P093C;DRE PLATEAUX;IEPP AKEBOU;EPE PENTECOTE KOUGNOHOU;VILLEDEKOUGNOHOU;7,650975;0,790474
30306P081C;DRE PLATEAUX;IEPP AMOU NORD;EPC ITOKOUBE;ITOKOUBE;7,649463;1,059212
30509P193L;DRE PLATEAUX;IEPP OGOU;EPL ISMA;ATAKPAME;7,611441;1,222186
30102P071C;DRE PLATEAUX;IEPP WAWA EST;EPE KLABE EFOUKPA;KLABEEFOUKPA;7,602676;0,763594
30101P092C;DRE PLATEAUX;IEPP WAWA OUEST;EPE AHLON DZINDZI;BADOU;7,594373;0,538029
30509P174C;DRE PLATEAUX;IEPP OGOU;EPC YEYEHOE;YEYEHOE;7,588364;1,217816
30101P108C;DRE PLATEAUX;IEPP WAWA OUEST;FRANCO ARABE MANGOASSI;MANGOASSI;7,587566;0,553297
30408P135C;DRE PLATEAUX;IEPP ANIE;EPC GLITTO;GLITO;7,587435;1,5207
30101P093C;DRE PLATEAUX;IEPP WAWA OUEST;EPE ANANI KOPE;ANANIKOPE;7,585764;0,539335
30101P100C;DRE PLATEAUX;IEPP WAWA OUEST;EPI FRANCO ARABE;BADOU;7,58434;0,606065
30101P094C;DRE PLATEAUX;IEPP WAWA OUEST;EPE BADOU;BADOU;7,583165;0,608808333
30101P101L;DRE PLATEAUX;IEPP WAWA OUEST;EPL LA PATIENCE;BADOU;7,581791;0,605043
30101P083C;DRE PLATEAUX;IEPP WAWA OUEST;EPC BADOU;BADOU;7,581105;0,613168333
30509P189L;DRE PLATEAUX;IEPP OGOU;EPL LA GRACE DE GLEI;GLEÏ;7,572809;1,226062
30101P084C;DRE PLATEAUX;IEPP WAWA EST;EPC DZOGBEGAN;ZOGBEGAN;7,570625;0,679494
30509P191L;DRE PLATEAUX;IEPP OGOU;EPL CEB NANGBETO;FIN-DIGUE;7,570566;1,24119
30509P154C;DRE PLATEAUX;IEPP OGOU;EPC AKPARE;AKPARE;7,561534;1,155416
30101P082C;DRE PLATEAUX;IEPP WAWA OUEST;EPC ANONOE;BADOU;7,559071667;0,60364
30306P089L;DRE PLATEAUX;IEPP AMOU NORD;EPL LE BANYAN;HIHEATRO;7,546531667;1,102103333
30306P085C;DRE PLATEAUX;IEPP AMOU NORD;EPC SACRE COEUR DE JESUS /A;HIHEATRO;7,537444;1,104889
30101P096C;DRE PLATEAUX;IEPP WAWA OUEST;EPE KESSIBO ABREWANKOR;ABREWANKOR;7,534487;0,608874
30306P088L;DRE PLATEAUX;IEPP AMOU NORD;EPL FREINET 2;HIHEATRO;7,533673333;1,104536667
30914P088C;DRE PLATEAUX;IEPP AKEBOU;EPC WODAGNI;WODAGNI;7,533427;1,124973
30509P211L;DRE PLATEAUX;IEPP OGOU;ECOLE SPECIALISEE ASSOKOTO;ATAKPAME;7,53336977;1,12330776
30306P091L;DRE PLATEAUX;IEPP AMOU NORD;EPL PROSPERE VICTOIRE;HIHEATRO;7,532688333;1,097343333
30509P217C;DRE PLATEAUX;IEPP AMOU NORD;EPC SACRE COEUR DE JESUS G/B;HIHEATRO;7,53265;1,09708
30101P095C;DRE PLATEAUX;IEPP WAWA OUEST;EPE BETHEL;BETHEL;7,531233;0,5435
30509P169C;DRE PLATEAUX;IEPP OGOU;EPC NDA;ATAKPAME;7,53079972;1,12625407
30509P160C;DRE PLATEAUX;IEPP OGOU;EPC CATHEDRALE G/B;ATAKPAME;7,52867412;1,12258985
30509P165C;DRE PLATEAUX;IEPP OGOU;EPC IKOTADI;ATAKPAME;7,528623;1,12255
30509P204C;DRE PLATEAUX;IEPP OGOU;EPC SACRE COEUR DE JESUS G/A;ATAKPAME;7,5270808;1,14804785
30509P185C;DRE PLATEAUX;IEPP OGOU;EPE NYEKONAKPOE;ATAKPAME;7,52679713;1,13278975
30509P173C;DRE PLATEAUX;IEPP OGOU;EPC TSETI;ATAKPAME;7,52654012;1,12699851
30509P182C;DRE PLATEAUX;IEPP OGOU;EPE BAPTISTE;ATAKPAME;7,52634;1,132852
30509P187C;DRE PLATEAUX;IEPP OGOU;EPI FRANCO ARABE D'OKE EKPA;ATAKPAME;7,525406;1,137155
30509P207L;DRE PLATEAUX;IEPP OGOU;EPL LE PARADIS;ATAKPAME;7,5248;1,1548
30306P087L;DRE PLATEAUX;IEPP AMOU NORD;EPL FREINET 1;TEMEDJA;7,5244;1,06801
30509P233C;DRE PLATEAUX;IEPP OGOU;EPC LA MISERICORDE;ATAKPAME;7,52361971;1,13650983
30509P224L;DRE PLATEAUX;IEPP OGOU;EPL ENFANT EPANOUI;ATAKPAME;7,52268208;1,14990743
30509P186C;DRE PLATEAUX;IEPP OGOU;EPI FRANCO ARABE DE GLEI;GLEÏ;7,518961;1,127723
30509P166C;DRE PLATEAUX;IEPP OGOU;EPC LOM NAVA/B;ATAKPAME;7,51857445;1,12768148
30509P167C;DRE PLATEAUX;IEPP OGOU;EPC LOM NAVA G/B;ATAKPAME;7,51857445;1,12768148
30306P086C;DRE PLATEAUX;IEPP AMOU NORD;EPC TEMEDJA;TEMEDJA;7,517418;1,068148
30509P168C;DRE PLATEAUX;IEPP OGOU;EPC NANGBETO FIN DIGUE;ASSANTE;7,516421;1,291764
30509P148C;DRE PLATEAUX;IEPP OGOU;EPC KATORE;KATORE;7,513092;1,243928
30509P156C;DRE PLATEAUX;IEPP OGOU;EPC ATCHOU ONOUGBO;ATCHOU-ONOUGBO;7,51301506;1,24389855
30509P159C;DRE PLATEAUX;IEPP OGOU;EPC CATHEDRALE G/A;ATAKPAME;7,512969;1,12956
30509P229L;DRE PLATEAUX;IEPP OGOU;EPL INSTITUT LE VAINQUEUR;ATAKPAME;7,51279894;1,15063014
30101P091C;DRE PLATEAUX;IEPP WAWA OUEST;EPC TOMRGBE;TOMEGBE;7,511148;0,605087
30509P195L;DRE PLATEAUX;IEPP OGOU;EPL LE PARFAIT;ATAKPAME;7,5091411;1,15339177
30306P084C;DRE PLATEAUX;IEPP AMOU NORD;EPC KOUTOUKPA;KOUTOUKPA;7,508707;0,994982
30509P228C;DRE PLATEAUX;IEPP OGOU;EPC AGBONOU KOEROMA;ATAKPAME;7,50869442;1,15838611
30509P190L;DRE PLATEAUX;IEPP OGOU;EPL LE SALUT;ATAKPAME;7,50820386;1,15465541
30101P099C;DRE PLATEAUX;IEPP WAWA OUEST;EPE TOMEGBE;TOMEGBE;7,5082;0,6031
30509P225L;DRE PLATEAUX;IEPP OGOU;EPL INSTITUT PYTHAGORE;ATAKPAME;7,50678434;1,1591353
30306P080C;DRE PLATEAUX;IEPP AMOU NORD;EPC DEDOME;DEDOME;7,500935;0,978962
30509P205C;DRE PLATEAUX;IEPP OGOU;EPC TALO NOVISSI;ATAKPAME;7,4945;1,1513
30509P208L;DRE PLATEAUX;IEPP OGOU;EPL GAMALIEL G/A;ATAKPAME;7,48677;1,190334
30509P147C;DRE PLATEAUX;IEPP OGOU;EPC GLEI G/A;GLEÏ;7,477023;1,248147
30509P230C;DRE PLATEAUX;IEPP OGOU;EFA AKPARE;AKPARE;7,4741;1,3269
30509P179C;DRE PLATEAUX;IEPP OGOU;EPE AKPARE;AKPARE;7,47388539;1,32809763
30509P150C;DRE PLATEAUX;IEPP OGOU;EPC LASSEGNON;LASSEGNON;7,473431;1,322792
30101P088C;DRE PLATEAUX;IEPP WAWA OUEST;EPC KPETE MAFLO;KPETEMAFLO;7,46439;0,5959
30307P075C;DRE PLATEAUX;IEPP AMOU SUD;EPI FRANCO ARABE;VILLED'AMLAME;7,457132;0,904221
30509P181C;DRE PLATEAUX;IEPP OGOU;EPE AZOVOU AYIHOE;AYIHOE/TOGBEHOE;7,4559761;1,60186649
30509P149C;DRE PLATEAUX;IEPP OGOU;EPC KPETOE;KPETOHOE/ADJANOUHOE;7,454277;1,265959
30307P065C;DRE PLATEAUX;IEPP AMOU SUD;EPC                AGADJI;AGADJI;7,45397;0,896868
30101P086C;DRE PLATEAUX;IEPP WAWA OUEST;EPC KPETE BENA;KPETEBENA;7,44368;0,603521
30307P069C;DRE PLATEAUX;IEPP AMOU SUD;EPC EVIAWOU;AGBAKA-WLOU;7,4408;0,999402
30101P098C;DRE PLATEAUX;IEPP WAWA OUEST;EPE KPETE BENA;KPETEBENA;7,436178;0,604601
30509P180C;DRE PLATEAUX;IEPP OGOU;EPE ATCHAKOE CARREFOUR;ADAME;7,43310941;1,4804553
30509P153C;DRE PLATEAUX;IEPP OGOU;EPC TANAGO;TANGO;7,431954;1,222126
30509P171C;DRE PLATEAUX;IEPP OGOU;EPC OUNTIVOU;OUNTIVOU;7,430659;1,333066
30307P070C;DRE PLATEAUX;IEPP AMOU SUD;EPC            KETOGNA COPE;KPATEGAN;7,428807;0,947913
30509P183C;DRE PLATEAUX;IEPP OGOU;EPE DATCHA G/B;DATCHA;7,4287;1,1623
30509P177C;DRE PLATEAUX;IEPP OGOU;EPE DATCHA G/A;DATCHA;7,4286976;1,16225613
30509P152C;DRE PLATEAUX;IEPP OGOU;EPC NDT AGBONOU G/A;ATAKPAME;7,428349;1,358949
30509P170C;DRE PLATEAUX;IEPP OGOU;EPC NDT AGBONOU G/B;ATAKPAME;7,428349;1,358949
30307P076P;DRE PLATEAUX;IEPP AMOU SUD;EPC ONE;ADJAHOUN;7,4271;0,8958
30509P157C;DRE PLATEAUX;IEPP OGOU;EPC AVETE;AVETE;7,426694;1,165522
30509P145C;DRE PLATEAUX;IEPP OGOU;EPC DATCHA;DATCHA;7,422247;1,378177
30101P087C;DRE PLATEAUX;IEPP WAWA OUEST;EPC KPETE BIBI;KPETEBIBI;7,414181;0,604335
30509P146C;DRE PLATEAUX;IEPP OGOU;EPC DJONOUGBE KELEKPE;KELEKPEN'TARE;7,41395;1,435189
30509P164C;DRE PLATEAUX;IEPP OGOU;EPC HOMA;OUNTIVOU;7,409854;1,444922
30509P175C;DRE PLATEAUX;IEPP OGOU;EPC FETIGBE;AGOTOHUI;7,409854;1,444922
30101P085C;DRE PLATEAUX;IEPP WAWA OUEST;EPC GUIN KOPE;MENOU;7,40834;0,590553
30509P227C;DRE PLATEAUX;IEPP OGOU;EPE EGLISE DE DIEU EN CHRIST;FIN-DIGUE;7,40813574;1,40959349
30101P089C;DRE PLATEAUX;IEPP WAWA OUEST;EPC MENOU;KPETEBENA;7,4059;0,5687
30509P151C;DRE PLATEAUX;IEPP OGOU;EPC LOM NAVA KATORE;KATORE;7,39487983;1,34977665
30307P067C;DRE PLATEAUX;IEPP AMOU SUD;EPC             AMOU OBLO;AMOU-OBLO;7,387597;0,871274
30307P072C;DRE PLATEAUX;IEPP AMOU SUD;EPE AMOU OBLO;AMOU-OBLO;7,387057;0,865233
30307P074C;DRE PLATEAUX;IEPP AMOU SUD;EPE BAPTISTE LA GRACE;AMOU-OBLO;7,385482;0,866099
30509P209L;DRE PLATEAUX;IEPP OGOU;EPL GAMALIEL G/B;ATAKPAME;7,380768;1,296476
31015P076C;DRE PLATEAUX;IEPP MOYEN MONO;EPE BAPTISTE KATOME;KATOME;7,377728;1,619997
31015P064C;DRE PLATEAUX;IEPP MOYEN MONO;EPC KATOME;KATOME;7,372083;1,622008
31217P056C;DRE PLATEAUX;IEPP DANYI;EPC DANYI AGBENOXOE;DANYI-ELAVANYO;7,363191;0,671321
30509P155C;DRE PLATEAUX;IEPP OGOU;EPC ANAKI;BANKAKOPE/AZANHOU;7,361234;1,2347
30307P068C;DRE PLATEAUX;IEPP AMOU SUD;EPC                 ASSOGBA KOPE;AMOU-OBLO;7,360576;0,919233
31217P059C;DRE PLATEAUX;IEPP DANYI;EPC DANYI KPEVE;KPEVE;7,347922;0,740433
31015P075C;DRE PLATEAUX;IEPP MOYEN MONO;EPE ASSEMBLEE DE DIEU KPEKPLEME;KPEKPLEME;7,334617;1,62599
31015P083L;DRE PLATEAUX;IEPP MOYEN MONO;COMPLEXE SCOLAIRE DON BOSCO;KPEKPLEME;7,333215;1,629781667
31015P065C;DRE PLATEAUX;IEPP MOYEN MONO;EPC KPEKPLEME;KPEKPLEME;7,332319;1,624069
30307P071C;DRE PLATEAUX;IEPP AMOU SUD;EPC                  KPATEGAN;ADAMKOPE;7,331273;1,051141
30307P066C;DRE PLATEAUX;IEPP AMOU SUD;EPC               AKLOUA COPE;ADOGLI-AVEDJE;7,331162;0,95356
31015P069C;DRE PLATEAUX;IEPP MOYEN MONO;EPE GBOBADAHOE;KPEKPLEME;7,329429;1,621912
30509P163C;DRE PLATEAUX;IEPP OGOU;EPC GLEI G/C;GLEÏ;7,31811309;1,16560876
30509P162C;DRE PLATEAUX;IEPP OGOU;EPC GLEI G/B;GLEÏ;7,31810801;1,165638
30509P184C;DRE PLATEAUX;IEPP OGOU;EPE GLEI;GLEÏ;7,31713111;1,15963075
31015P077C;DRE PLATEAUX;IEPP MOYEN MONO;EPE DETOKPO;DETOKPO;7,31386;1,594707
30307P073C;DRE PLATEAUX;IEPP AMOU SUD;EPE SODO;SODO;7,312037;0,817268
30509P231C;DRE PLATEAUX;IEPP OGOU;EPI LA FRATERNITE DE GLEI;ATAKPAME;7,31156035;1,16593577
31217P064C;DRE PLATEAUX;IEPP DANYI;EPE DANYI ELAVANYO;DANYI-ELAVANYO;7,2852;0,709284
31217P063C;DRE PLATEAUX;IEPP DANYI;EPE AHLON SASSANOU;SASSANOU;7,283145;0,657532
31217P052C;DRE PLATEAUX;IEPP DANYI;EPC AHLON SASSANOU;SASSANOU;7,278939;0,650678
31015P078C;DRE PLATEAUX;IEPP MOYEN MONO;EPE KATIVOU;KPEKPLEME;7,277722;1,627532
30813P115C;DRE PLATEAUX;IEPP KPELE;EPE KPELE ELE;KPELE-ELE;7,277098;0,801112
31217P058C;DRE PLATEAUX;IEPP DANYI;EPC DANYI ELAVANYO;DANYI-ELAVANYO;7,277092;0,708044
30509P218C;DRE PLATEAUX;IEPP OGOU;EPE ADVENTISTE M.P.J. DE GLEI;GLEÏ;7,275733;1,26557
30813P121C;DRE PLATEAUX;IEPP KPELE;EPC SAINT JOSEPH KPELE AGBANON;AGBANON;7,268355;0,798921
30509P206C;DRE PLATEAUX;IEPP OGOU;EPE METHODISTE LA GRACE KOEROMA;ATAKPAME;7,261367;1,208204
31015P066C;DRE PLATEAUX;IEPP MOYEN MONO;EPC KPOME;AHASSOME;7,260021;1,575989
31217P057C;DRE PLATEAUX;IEPP DANYI;EPC DANYI ANKOUVI;DAFO;7,246207;0,758551
30509P178C;DRE PLATEAUX;IEPP OGOU;EPE HOMAGAN;HOMAGAN;7,239885;1,20726
31217P061C;DRE PLATEAUX;IEPP DANYI;EPC DANYI MEMPEASSEM;MEMPEASSEM;7,237651;0,700879
31015P060C;DRE PLATEAUX;IEPP MOYEN MONO;EPC AHASSOME;AHASSOME;7,236305;1,50233
31217P053C;DRE PLATEAUX;IEPP DANYI;EPC DANYI DZOGBEGAN;DZOGBEGAN;7,235771;0,686156
30813P108C;DRE PLATEAUX;IEPP KPELE;EPC SAINT ANTOINE AVEXO;AVEHO;7,230992;0,790552
31015P071C;DRE PLATEAUX;IEPP MOYEN MONO;EPE SALIGBE;SALIGBE;7,223573;1,631935
31217P054C;DRE PLATEAUX;IEPP DANYI;EPC DANYI GBALADZE;KPETO;7,219977;0,732053
31217P066C;DRE PLATEAUX;IEPP DANYI;EPE DANYI APEYEME;ATIGBA;7,207756;0,695807
31217P067C;DRE PLATEAUX;IEPP DANYI;EPE DANYI TODOME;ATIGBA;7,203195;0,691541
31217P050C;DRE PLATEAUX;IEPP DANYI;EPC DANYI APEYEME TODOME;VILLEDEDANYIAPEYEME;7,200469;0,691015
31015P062C;DRE PLATEAUX;IEPP MOYEN MONO;EPC BESSAME;AHASSOME;7,195813;1,50576
31015P063C;DRE PLATEAUX;IEPP MOYEN MONO;EPC CHIYIME;AHASSOME;7,195813;1,50576
30203P042C;DRE PLATEAUX;IEPP HAHO NORD;EPE DINDOU;WAHALA;7,181748333;1,308795
30203P051C;DRE PLATEAUX;IEPP HAHO NORD;EPE EVANGELIQUE DE GOTHA KABYE;WAHALA;7,178035;1,201941667
30203P048C;DRE PLATEAUX;IEPP HAHO NORD;EPC WAHALA;WAHALA;7,17789;1,155101667
31217P060C;DRE PLATEAUX;IEPP DANYI;EPC DANYI MEDEWUNUI;MEDEWUNUI;7,177884;0,70019
30203P057C;DRE PLATEAUX;IEPP HAHO NORD;EPI AL SALAM;WAHALA;7,175206667;1,169283333
30203P052C;DRE PLATEAUX;IEPP HAHO NORD;EPE WAHALA;WAHALA;7,174918333;1,166486667
30203P056L;DRE PLATEAUX;IEPP HAHO NORD;EPL EUREKA;WAHALA;7,17437;1,162928333
30203P045C;DRE PLATEAUX;IEPP HAHO NORD;EPC GOTHA ADJA;WAHALA;7,1687;1,208235
31217P079C;DRE PLATEAUX;IEPP DANYI;EPE DANYI ATIGBA;ATIGBA;7,16096363;0,69485409
31217P048C;DRE PLATEAUX;IEPP DANYI;EPC DANYI ATIGBA;DANYIKAKPA;7,157709;0,692526
30203P050C;DRE PLATEAUX;IEPP HAHO NORD;EPE EVANGELIQUE DE WUILEHOE;WAHALA;7,15518;1,303256667
30203P047C;DRE PLATEAUX;IEPP HAHO NORD;EPC SAINT MICHEL DE KOUDJOSSAHOE;WAHALA;7,151028333;1,296446667
31015P072C;DRE PLATEAUX;IEPP MOYEN MONO;EPE TADO CENTRE;TADO;7,148912;1,595859
30203P046C;DRE PLATEAUX;IEPP HAHO NORD;EPC KOME;WAHALA;7,146183333;1,26215
31217P051C;DRE PLATEAUX;IEPP DANYI;EPC DANYI KUDZRAGA;KOUDZRAGAN;7,146087;0,62467
31015P068C;DRE PLATEAUX;IEPP MOYEN MONO;EPC TADO;TADO;7,144879;1,594175
30813P097C;DRE PLATEAUX;IEPP KPELE;EPC SAINT JEAN BAPTISTE DODI AVEGAME;GOVIEHOEME;7,143216;0,846989
31217P049C;DRE PLATEAUX;IEPP DANYI;EPC DANYI NDIGBE;N'DIGBE;7,139501;0,678748
31217P055C;DRE PLATEAUX;IEPP DANYI;EPC DANYI KUDZRAVI;KOUDZRAVI;7,13791;0,640069
30813P116L;DRE PLATEAUX;IEPP KPELE;EPL SAGESSE UNIVERSELLE;VILLED'ADETA;7,1333;0,7317
31015P074C;DRE PLATEAUX;IEPP MOYEN MONO;EPE VODJEME;VODJEME;7,132852;1,629763
31015P079C;DRE PLATEAUX;IEPP MOYEN MONO;EPE KPEYI;KPEYI;7,132763;1,614772
30813P110C;DRE PLATEAUX;IEPP KPELE;EPC SAINT RAPHAEL ADETA;VILLED'ADETA;7,12721;0,731107
30813P113C;DRE PLATEAUX;IEPP KPELE;EPE B LA LUMIERE ADETA;TSIKO;7,126143;0,72374
30813P105C;DRE PLATEAUX;IEPP KPELE;EPC SAINTE TRINITE KPELE TSIKO;TSIKO;7,124;0,7162
30813P106C;DRE PLATEAUX;IEPP KPELE;EPC NDE ADETA;VILLED'ADETA;7,122853;0,732275
31217P078C;DRE PLATEAUX;IEPP DANYI;EPC DANYI YIKPA ANYIGBE;ANYIGBE;7,121285;0,610451
30813P100C;DRE PLATEAUX;IEPP KPELE;EPC AVEGBADJE;VILLED'ADETA;7,117829;0,843305
31015P070C;DRE PLATEAUX;IEPP MOYEN MONO;EPE LONMEY;AOUTELE;7,107582;1,599131
31217P047C;DRE PLATEAUX;IEPP DANYI;EPC DANYI AMEGAFE;DANYI-AMEGAPE;7,104983;0,661157
30813P099C;DRE PLATEAUX;IEPP KPELE;EPC AGBESSI KOPE;BODZE;7,103556;0,895767
